ID,Country,Year,Quarter,IntercatchMetierTag,VesselLengthCategory,FDFVessel,Area,Species,Landings,Value,Discards
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.RJA,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,RJA,6.33,8482.02,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.SCE,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,SCE,3.57,8025.75,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.SOL,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,SOL,0.04,507.5,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.SQI,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,SQI,0.31,391.16,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.TUR,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,TUR,0.06,752.84,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.h.WIT,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.h,WIT,0.55,1179.45,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.ANF,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,ANF,0.54,1469.04,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.COE,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,COE,0.05,62.12,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.HAD,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,HAD,0.15,270.37,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.HKE,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,HKE,0.11,337.18,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.JOD,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,JOD,0.08,437.21,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.LEM,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,LEM,0.07,241.04,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.LEZ,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,LEZ,0.81,2269.55,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.MIX,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,MIX,0.07,191.56,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.SOL,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,SOL,0.02,181.02,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.j.WIT,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.j,WIT,0.22,352.72,NA
IE.2017.1.OTB_DEF_70-99_0_0_all.24<40m.27.7.k.ANF,IE,2017,1,OTB_DEF_70-99_0_0_all,24<40m,NA,27.7.k,ANF,1.21,3414.8,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.>=40m.27.6.a.WHG,IE,2017,1,OTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,WHG,9.7,10379,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.24<40m.27.7.b.HAD,IE,2017,1,OTM_SPF_32-69_0_0_all,24<40m,NA,27.7.b,HAD,7.01,9458.1,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.24<40m.27.7.b.WHG,IE,2017,1,OTM_SPF_32-69_0_0_all,24<40m,NA,27.7.b,WHG,3.32,3554.54,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.24<40m.27.7.j.COD,IE,2017,1,OTM_SPF_32-69_0_0_all,24<40m,NA,27.7.j,COD,0.02,57.6,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.24<40m.27.7.j.POL,IE,2017,1,OTM_SPF_32-69_0_0_all,24<40m,NA,27.7.j,POL,0.08,234.5,NA
IE.2017.1.OTM_SPF_32-69_0_0_all.24<40m.27.7.j.WHG,IE,2017,1,OTM_SPF_32-69_0_0_all,24<40m,NA,27.7.j,WHG,0.02,37.6,NA
IE.2017.1.PTM_SPF_32-54_0_0_all.>=40m.27.8.a.BOR,IE,2017,1,PTM_SPF_32-54_0_0_all,>=40m,NA,27.8.a,BOR,218.3,32745,NA
IE.2017.1.PTM_SPF_32-54_0_0_all.>=40m.27.8.a.JAX,IE,2017,1,PTM_SPF_32-54_0_0_all,>=40m,NA,27.8.a,JAX,160.78,54665.2,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.2.a.COD,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.2.a,COD,3.4,9374.74,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.2.a.HER,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.2.a,HER,1792.37,625715.32,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.2.a.POK,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.2.a,POK,7.04,9159.57,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.ARG,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,ARG,0.2,20,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,BOR,252.59,37889.25,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.GUX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,GUX,43.1,72408,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.HAD,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,HAD,0.83,992.46,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.HER,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,HER,11.59,3906.17,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.HKE,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,HKE,0.34,51.75,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,JAX,7990.44,3306446.14,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.MAC,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,MAC,34485.92,25467848.97,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.POK,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,POK,14.53,2179.65,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.SQC,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,SQC,0.1,550,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.SQU,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,SQU,0.34,1252.35,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.a.WHB,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.a,WHB,8996.03,1648972.85,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.6.b.WHB,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.6.b,WHB,1207.66,193225.6,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.b.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.b,BOR,49.45,7511.76,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.b.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.b,JAX,5056.43,2312305.44,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.b.MAC,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.b,MAC,55.75,41860.1,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.b.WHB,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.b,WHB,48.34,6404.39,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.c.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.c,JAX,178.01,65276.27,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.c.WHB,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.c,WHB,20676.05,3525266.35,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.h.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.h,BOR,188.3,28245,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.h.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.h,JAX,44,25080,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.j.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.j,BOR,28.3,4245,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.7.j.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.7.j,JAX,2.9,1627.19,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.a.ARG,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.a,ARG,3.5,350,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.a.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.a,BOR,7139.15,1070873.1,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.a.HKE,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.a,HKE,0.5,1126.15,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.a.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.a,JAX,27,10916.1,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.a.MAC,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.a,MAC,1,785.4,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.d.BOR,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.d,BOR,914.88,137231.55,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.d.HER,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.d,HER,1.12,390.99,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.d.HKE,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.d,HKE,0.92,3733.27,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.d.JAX,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.d,JAX,255.48,122936.98,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.>=40m.27.8.d.MAC,IE,2017,1,PTM_SPF_32-69_0_0_all,>=40m,NA,27.8.d,MAC,1.3,1222,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.10<24m.27.2.a.HER,IE,2017,1,PTM_SPF_32-69_0_0_all,10<24m,NA,27.2.a,HER,251.8,87904.08,NA
IE.2017.1.PTM_SPF_32-69_0_0_all.10<24m.27.2.a.POK,IE,2017,1,PTM_SPF_32-69_0_0_all,10<24m,NA,27.2.a,POK,4.26,5553.03,NA
